img_path,img_gt_class_labels,img_gt_bbox_coords
VOCdevkit/VOC2007/JPEGImages/007732.jpg,"[6, 6, 16]","[[341.0, 217.0, 146.0, 158.0], [114.0, 209.0, 69.0, 89.0], [237.0, 110.0, 83.0, 66.0]]"
VOCdevkit/VOC2007/JPEGImages/008302.jpg,"[16, 7]","[[222.0, 220.0, 278.0, 153.0], [1.0, 1.0, 247.0, 374.0]]"
VOCdevkit/VOC2007/JPEGImages/008253.jpg,"[7, 18]","[[89.0, 132.0, 338.0, 193.0], [350.0, 4.0, 150.0, 196.0]]"
VOCdevkit/VOC2007/JPEGImages/009703.jpg,"[18, 18, 18, 7, 7, 7, 7, 7, 7]","[[2.0, 238.0, 146.0, 109.0], [174.0, 223.0, 153.0, 100.0], [338.0, 199.0, 121.0, 99.0], [372.0, 144.0, 93.0, 137.0], [210.0, 162.0, 76.0, 136.0], [143.0, 131.0, 40.0, 125.0], [220.0, 135.0, 18.0, 57.0], [368.0, 141.0, 26.0, 78.0], [6.0, 169.0, 114.0, 140.0]]"
VOCdevkit/VOC2007/JPEGImages/005430.jpg,"[11, 18, 7]","[[192.0, 181.0, 27.0, 34.0], [110.0, 127.0, 185.0, 139.0], [213.0, 30.0, 143.0, 254.0]]"
VOCdevkit/VOC2007/JPEGImages/008142.jpg,"[7, 1]","[[189.0, 73.0, 64.0, 156.0], [149.0, 119.0, 176.0, 167.0]]"
VOCdevkit/VOC2007/JPEGImages/003110.jpg,"[10, 10]","[[213.0, 127.0, 62.0, 139.0], [121.0, 107.0, 67.0, 127.0]]"
VOCdevkit/VOC2007/JPEGImages/007772.jpg,[19],"[[149.0, 87.0, 172.0, 183.0]]"
VOCdevkit/VOC2007/JPEGImages/007885.jpg,[5],"[[16.0, 29.0, 328.0, 456.0]]"
VOCdevkit/VOC2007/JPEGImages/000860.jpg,"[15, 7, 7]","[[81.0, 85.0, 347.0, 207.0], [224.0, 35.0, 57.0, 51.0], [298.0, 45.0, 60.0, 70.0]]"
VOCdevkit/VOC2007/JPEGImages/001853.jpg,[13],"[[202.0, 63.0, 141.0, 223.0]]"
VOCdevkit/VOC2007/JPEGImages/007414.jpg,"[7, 15]","[[453.0, 50.0, 38.0, 60.0], [187.0, 107.0, 199.0, 89.0]]"
VOCdevkit/VOC2007/JPEGImages/008398.jpg,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]","[[32.0, 63.0, 126.0, 106.0], [121.0, 109.0, 58.0, 82.0], [194.0, 108.0, 49.0, 267.0], [222.0, 98.0, 83.0, 277.0], [279.0, 106.0, 83.0, 128.0], [312.0, 75.0, 50.0, 53.0], [291.0, 92.0, 180.0, 283.0], [408.0, 77.0, 92.0, 297.0], [100.0, 121.0, 114.0, 254.0], [1.0, 81.0, 128.0, 294.0]]"
VOCdevkit/VOC2007/JPEGImages/003596.jpg,"[15, 15, 15]","[[78.0, 107.0, 351.0, 197.0], [233.0, 72.0, 53.0, 24.0], [309.0, 79.0, 37.0, 17.0]]"
VOCdevkit/VOC2007/JPEGImages/001314.jpg,[5],"[[68.0, 2.0, 301.0, 321.0]]"
VOCdevkit/VOC2007/JPEGImages/001724.jpg,[1],"[[35.0, 15.0, 184.0, 287.0]]"
VOCdevkit/VOC2007/JPEGImages/002348.jpg,"[4, 4]","[[186.0, 135.0, 113.0, 118.0], [61.0, 114.0, 118.0, 116.0]]"
VOCdevkit/VOC2007/JPEGImages/009619.jpg,[10],"[[210.0, 137.0, 96.0, 114.0]]"
VOCdevkit/VOC2007/JPEGImages/002699.jpg,[9],"[[89.0, 119.0, 338.0, 117.0]]"
VOCdevkit/VOC2007/JPEGImages/002869.jpg,[4],"[[21.0, 94.0, 468.0, 132.0]]"
VOCdevkit/VOC2007/JPEGImages/009161.jpg,"[9, 7, 7, 7, 7]","[[19.0, 179.0, 404.0, 138.0], [212.0, 247.0, 50.0, 117.0], [280.0, 241.0, 43.0, 123.0], [372.0, 241.0, 33.0, 85.0], [436.0, 256.0, 22.0, 25.0]]"
VOCdevkit/VOC2007/JPEGImages/003646.jpg,[13],"[[200.0, 142.0, 76.0, 160.0]]"
VOCdevkit/VOC2007/JPEGImages/001752.jpg,[16],"[[3.0, 4.0, 372.0, 496.0]]"
VOCdevkit/VOC2007/JPEGImages/001221.jpg,"[14, 7, 7]","[[104.0, 101.0, 160.0, 284.0], [167.0, 249.0, 30.0, 35.0], [129.0, 270.0, 14.0, 13.0]]"
VOCdevkit/VOC2007/JPEGImages/009565.jpg,"[8, 7]","[[1.0, 113.0, 250.0, 262.0], [215.0, 201.0, 224.0, 174.0]]"
VOCdevkit/VOC2007/JPEGImages/009497.jpg,"[7, 7, 11, 11]","[[97.0, 106.0, 202.0, 268.0], [178.0, 80.0, 141.0, 175.0], [403.0, 316.0, 14.0, 45.0], [360.0, 312.0, 17.0, 42.0]]"
VOCdevkit/VOC2007/JPEGImages/009291.jpg,"[2, 7, 7, 7, 7]","[[61.0, 245.0, 313.0, 255.0], [51.0, 150.0, 295.0, 325.0], [88.0, 93.0, 105.0, 336.0], [182.0, 128.0, 37.0, 64.0], [201.0, 164.0, 38.0, 39.0]]"
VOCdevkit/VOC2007/JPEGImages/003510.jpg,"[6, 6, 6, 7]","[[410.0, 244.0, 53.0, 103.0], [369.0, 241.0, 35.0, 50.0], [251.0, 269.0, 121.0, 106.0], [232.0, 195.0, 78.0, 84.0]]"
VOCdevkit/VOC2007/JPEGImages/006270.jpg,"[6, 6, 0]","[[197.0, 180.0, 77.0, 93.0], [5.0, 252.0, 271.0, 123.0], [297.0, 177.0, 19.0, 18.0]]"
VOCdevkit/VOC2007/JPEGImages/007305.jpg,"[2, 2, 7, 7, 15, 15, 15, 15, 15, 15, 2, 15, 15, 15, 15]","[[343.0, 113.0, 120.0, 68.0], [58.0, 134.0, 155.0, 99.0], [128.0, 113.0, 60.0, 121.0], [398.0, 85.0, 47.0, 99.0], [442.0, 65.0, 47.0, 34.0], [393.0, 74.0, 41.0, 25.0], [347.0, 63.0, 61.0, 38.0], [303.0, 67.0, 45.0, 35.0], [263.0, 70.0, 42.0, 31.0], [219.0, 72.0, 44.0, 31.0], [147.0, 84.0, 28.0, 19.0], [104.0, 75.0, 61.0, 30.0], [53.0, 82.0, 55.0, 22.0], [22.0, 81.0, 50.0, 24.0], [1.0, 81.0, 37.0, 25.0]]"
VOCdevkit/VOC2007/JPEGImages/009904.jpg,[15],"[[72.0, 343.0, 88.0, 46.0]]"
VOCdevkit/VOC2007/JPEGImages/005814.jpg,"[16, 7, 11]","[[249.0, 163.0, 139.0, 112.0], [53.0, 1.0, 226.0, 345.0], [188.0, 310.0, 135.0, 41.0]]"
VOCdevkit/VOC2007/JPEGImages/000023.jpg,"[18, 18, 18, 7, 7, 7]","[[9.0, 230.0, 236.0, 270.0], [230.0, 220.0, 104.0, 280.0], [2.0, 178.0, 88.0, 322.0], [2.0, 1.0, 115.0, 368.0], [3.0, 2.0, 240.0, 460.0], [225.0, 1.0, 109.0, 485.0]]"
VOCdevkit/VOC2007/JPEGImages/001577.jpg,"[6, 12, 12, 7, 7, 7, 7, 7, 7, 6]","[[414.0, 86.0, 72.0, 78.0], [180.0, 92.0, 249.0, 71.0], [104.0, 163.0, 396.0, 212.0], [1.0, 3.0, 219.0, 341.0], [79.0, 1.0, 146.0, 176.0], [268.0, 33.0, 48.0, 41.0], [313.0, 12.0, 50.0, 96.0], [362.0, 3.0, 65.0, 121.0], [424.0, 36.0, 32.0, 40.0], [477.0, 75.0, 23.0, 73.0]]"
VOCdevkit/VOC2007/JPEGImages/003828.jpg,[13],"[[168.0, 53.0, 55.0, 33.0]]"
VOCdevkit/VOC2007/JPEGImages/002320.jpg,[0],"[[69.0, 33.0, 213.0, 169.0]]"
VOCdevkit/VOC2007/JPEGImages/006250.jpg,[15],"[[59.0, 124.0, 220.0, 146.0]]"
VOCdevkit/VOC2007/JPEGImages/001847.jpg,"[17, 17]","[[32.0, 245.0, 214.0, 106.0], [73.0, 170.0, 397.0, 187.0]]"
VOCdevkit/VOC2007/JPEGImages/002439.jpg,"[4, 4, 15, 15, 15]","[[41.0, 102.0, 374.0, 126.0], [394.0, 103.0, 106.0, 79.0], [88.0, 160.0, 23.0, 17.0], [64.0, 160.0, 20.0, 17.0], [40.0, 163.0, 20.0, 14.0]]"
VOCdevkit/VOC2007/JPEGImages/003199.jpg,[13],"[[124.0, 38.0, 252.0, 290.0]]"
VOCdevkit/VOC2007/JPEGImages/008931.jpg,"[11, 11, 6, 7, 7, 7, 7, 7]","[[218.0, 257.0, 63.0, 117.0], [43.0, 211.0, 39.0, 142.0], [376.0, 281.0, 28.0, 93.0], [111.0, 117.0, 163.0, 257.0], [249.0, 122.0, 141.0, 252.0], [70.0, 140.0, 101.0, 178.0], [1.0, 136.0, 92.0, 163.0], [307.0, 2.0, 153.0, 372.0]]"
VOCdevkit/VOC2007/JPEGImages/006569.jpg,"[9, 9]","[[183.0, 83.0, 202.0, 74.0], [32.0, 97.0, 109.0, 57.0]]"
VOCdevkit/VOC2007/JPEGImages/001810.jpg,"[16, 7]","[[261.0, 170.0, 103.0, 98.0], [1.0, 51.0, 235.0, 324.0]]"
VOCdevkit/VOC2007/JPEGImages/005448.jpg,"[9, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 2, 2]","[[1.0, 58.0, 99.0, 122.0], [405.0, 113.0, 56.0, 93.0], [291.0, 114.0, 64.0, 104.0], [218.0, 122.0, 54.0, 79.0], [154.0, 117.0, 53.0, 65.0], [101.0, 115.0, 45.0, 78.0], [37.0, 109.0, 54.0, 78.0], [396.0, 150.0, 71.0, 69.0], [284.0, 147.0, 69.0, 72.0], [218.0, 150.0, 61.0, 66.0], [153.0, 152.0, 60.0, 60.0], [96.0, 144.0, 64.0, 64.0], [34.0, 138.0, 66.0, 67.0]]"
VOCdevkit/VOC2007/JPEGImages/007279.jpg,"[9, 15, 15]","[[176.0, 55.0, 324.0, 225.0], [55.0, 237.0, 100.0, 35.0], [5.0, 257.0, 40.0, 13.0]]"
VOCdevkit/VOC2007/JPEGImages/008285.jpg,"[16, 7]","[[132.0, 32.0, 195.0, 171.0], [88.0, 50.0, 307.0, 325.0]]"
VOCdevkit/VOC2007/JPEGImages/007513.jpg,[14],"[[1.0, 11.0, 460.0, 322.0]]"
VOCdevkit/VOC2007/JPEGImages/000793.jpg,"[7, 7, 7, 7, 7, 7, 7, 7, 18, 9]","[[289.0, 100.0, 27.0, 83.0], [241.0, 111.0, 29.0, 69.0], [218.0, 107.0, 18.0, 71.0], [402.0, 67.0, 65.0, 192.0], [65.0, 110.0, 19.0, 51.0], [96.0, 107.0, 18.0, 52.0], [100.0, 78.0, 90.0, 204.0], [273.0, 103.0, 22.0, 79.0], [151.0, 160.0, 159.0, 120.0], [2.0, 80.0, 49.0, 55.0]]"
VOCdevkit/VOC2007/JPEGImages/001434.jpg,"[7, 7, 9, 9]","[[445.0, 271.0, 21.0, 56.0], [427.0, 268.0, 22.0, 56.0], [243.0, 236.0, 168.0, 67.0], [97.0, 222.0, 138.0, 89.0]]"
VOCdevkit/VOC2007/JPEGImages/004841.jpg,"[4, 4]","[[107.0, 200.0, 64.0, 43.0], [350.0, 108.0, 25.0, 17.0]]"
VOCdevkit/VOC2007/JPEGImages/002845.jpg,"[3, 3, 3, 3, 3, 3]","[[284.0, 196.0, 42.0, 20.0], [14.0, 265.0, 161.0, 82.0], [140.0, 199.0, 46.0, 36.0], [220.0, 210.0, 28.0, 19.0], [254.0, 204.0, 25.0, 23.0], [230.0, 201.0, 26.0, 19.0]]"
VOCdevkit/VOC2007/JPEGImages/004830.jpg,"[15, 7]","[[104.0, 110.0, 314.0, 102.0], [231.0, 123.0, 43.0, 25.0]]"
VOCdevkit/VOC2007/JPEGImages/009863.jpg,"[15, 15]","[[199.0, 111.0, 196.0, 80.0], [37.0, 164.0, 364.0, 169.0]]"
VOCdevkit/VOC2007/JPEGImages/003525.jpg,[5],"[[160.0, 1.0, 288.0, 374.0]]"
VOCdevkit/VOC2007/JPEGImages/003417.jpg,"[14, 7, 7]","[[20.0, 83.0, 413.0, 174.0], [132.0, 222.0, 63.0, 58.0], [1.0, 257.0, 60.0, 69.0]]"
VOCdevkit/VOC2007/JPEGImages/003243.jpg,"[15, 15]","[[153.0, 195.0, 70.0, 32.0], [364.0, 200.0, 62.0, 30.0]]"
VOCdevkit/VOC2007/JPEGImages/008926.jpg,[13],"[[231.0, 98.0, 139.0, 215.0]]"
VOCdevkit/VOC2007/JPEGImages/000843.jpg,"[16, 7]","[[170.0, 127.0, 142.0, 92.0], [351.0, 54.0, 75.0, 250.0]]"
VOCdevkit/VOC2007/JPEGImages/007479.jpg,"[15, 15]","[[5.0, 24.0, 495.0, 237.0], [82.0, 48.0, 43.0, 21.0]]"
VOCdevkit/VOC2007/JPEGImages/007167.jpg,"[15, 15, 7, 7]","[[9.0, 98.0, 338.0, 121.0], [51.0, 107.0, 449.0, 199.0], [338.0, 114.0, 50.0, 57.0], [198.0, 113.0, 26.0, 25.0]]"
VOCdevkit/VOC2007/JPEGImages/008584.jpg,[17],"[[66.0, 277.0, 143.0, 95.0]]"
VOCdevkit/VOC2007/JPEGImages/002684.jpg,[1],"[[71.0, 47.0, 376.0, 446.0]]"
VOCdevkit/VOC2007/JPEGImages/002958.jpg,[7],"[[65.0, 2.0, 435.0, 331.0]]"
VOCdevkit/VOC2007/JPEGImages/004253.jpg,"[6, 6, 6, 6, 12]","[[141.0, 192.0, 111.0, 145.0], [181.0, 163.0, 86.0, 128.0], [274.0, 182.0, 78.0, 126.0], [328.0, 154.0, 30.0, 43.0], [167.0, 179.0, 181.0, 153.0]]"
VOCdevkit/VOC2007/JPEGImages/007653.jpg,"[15, 7]","[[17.0, 165.0, 455.0, 117.0], [213.0, 177.0, 36.0, 24.0]]"
VOCdevkit/VOC2007/JPEGImages/009362.jpg,"[7, 7, 7, 7]","[[278.0, 48.0, 122.0, 285.0], [136.0, 76.0, 122.0, 235.0], [32.0, 33.0, 146.0, 299.0], [373.0, 238.0, 103.0, 95.0]]"
VOCdevkit/VOC2007/JPEGImages/002102.jpg,[13],"[[36.0, 57.0, 450.0, 204.0]]"
VOCdevkit/VOC2007/JPEGImages/007748.jpg,"[1, 7]","[[76.0, 164.0, 256.0, 209.0], [165.0, 111.0, 78.0, 173.0]]"
VOCdevkit/VOC2007/JPEGImages/009407.jpg,"[7, 1]","[[146.0, 97.0, 107.0, 207.0], [25.0, 123.0, 297.0, 357.0]]"
VOCdevkit/VOC2007/JPEGImages/005695.jpg,"[7, 7]","[[71.0, 129.0, 260.0, 370.0], [171.0, 196.0, 159.0, 290.0]]"
VOCdevkit/VOC2007/JPEGImages/001522.jpg,"[11, 11]","[[309.0, 46.0, 68.0, 195.0], [217.0, 100.0, 55.0, 147.0]]"
VOCdevkit/VOC2007/JPEGImages/000987.jpg,"[7, 7, 7, 15, 2]","[[199.0, 19.0, 191.0, 382.0], [217.0, 15.0, 53.0, 142.0], [393.0, 18.0, 39.0, 144.0], [1.0, 15.0, 225.0, 261.0], [19.0, 95.0, 439.0, 348.0]]"
VOCdevkit/VOC2007/JPEGImages/005345.jpg,"[11, 12, 6, 6, 6]","[[161.0, 158.0, 19.0, 66.0], [2.0, 198.0, 373.0, 302.0], [144.0, 132.0, 67.0, 64.0], [286.0, 155.0, 47.0, 103.0], [318.0, 182.0, 57.0, 139.0]]"
VOCdevkit/VOC2007/JPEGImages/002279.jpg,[4],"[[26.0, 12.0, 417.0, 306.0]]"
VOCdevkit/VOC2007/JPEGImages/006868.jpg,"[15, 15, 15, 15, 7]","[[79.0, 185.0, 262.0, 187.0], [1.0, 189.0, 41.0, 148.0], [52.0, 193.0, 116.0, 66.0], [45.0, 187.0, 77.0, 34.0], [235.0, 181.0, 90.0, 191.0]]"
VOCdevkit/VOC2007/JPEGImages/004926.jpg,"[11, 6, 8, 12]","[[217.0, 71.0, 38.0, 159.0], [408.0, 117.0, 88.0, 104.0], [1.0, 123.0, 110.0, 115.0], [1.0, 175.0, 497.0, 200.0]]"
VOCdevkit/VOC2007/JPEGImages/005175.jpg,"[4, 4, 4, 4, 4]","[[25.0, 198.0, 182.0, 69.0], [195.0, 196.0, 142.0, 60.0], [330.0, 206.0, 99.0, 41.0], [348.0, 191.0, 126.0, 50.0], [442.0, 210.0, 58.0, 30.0]]"
VOCdevkit/VOC2007/JPEGImages/004903.jpg,"[8, 15, 15, 15]","[[37.0, 126.0, 337.0, 175.0], [335.0, 55.0, 137.0, 104.0], [440.0, 95.0, 60.0, 152.0], [441.0, 53.0, 59.0, 28.0]]"
VOCdevkit/VOC2007/JPEGImages/005108.jpg,"[4, 17, 17, 17]","[[171.0, 113.0, 60.0, 60.0], [146.0, 235.0, 60.0, 19.0], [2.0, 229.0, 33.0, 22.0], [110.0, 226.0, 52.0, 22.0]]"
VOCdevkit/VOC2007/JPEGImages/002931.jpg,"[11, 11, 16, 7, 7, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 8]","[[168.0, 149.0, 16.0, 63.0], [288.0, 288.0, 28.0, 87.0], [414.0, 100.0, 86.0, 108.0], [271.0, 80.0, 229.0, 295.0], [31.0, 131.0, 207.0, 244.0], [372.0, 1.0, 9.0, 28.0], [382.0, 1.0, 8.0, 28.0], [390.0, 1.0, 8.0, 29.0], [397.0, 1.0, 8.0, 28.0], [406.0, 1.0, 8.0, 28.0], [414.0, 1.0, 9.0, 28.0], [422.0, 1.0, 8.0, 28.0], [430.0, 1.0, 7.0, 28.0], [461.0, 1.0, 10.0, 30.0], [453.0, 1.0, 11.0, 29.0], [438.0, 1.0, 8.0, 28.0], [442.0, 1.0, 12.0, 27.0], [1.0, 150.0, 293.0, 225.0]]"
VOCdevkit/VOC2007/JPEGImages/003817.jpg,[7],"[[5.0, 3.0, 426.0, 330.0]]"
VOCdevkit/VOC2007/JPEGImages/008533.jpg,"[5, 8]","[[4.0, 28.0, 477.0, 396.0], [3.0, 4.0, 497.0, 421.0]]"
VOCdevkit/VOC2007/JPEGImages/003072.jpg,[13],"[[207.0, 57.0, 141.0, 255.0]]"
VOCdevkit/VOC2007/JPEGImages/002585.jpg,"[7, 7, 2, 2]","[[223.0, 55.0, 121.0, 187.0], [110.0, 49.0, 98.0, 156.0], [149.0, 118.0, 241.0, 175.0], [66.0, 104.0, 163.0, 128.0]]"
VOCdevkit/VOC2007/JPEGImages/008535.jpg,"[2, 10]","[[119.0, 11.0, 381.0, 239.0], [43.0, 76.0, 333.0, 298.0]]"
VOCdevkit/VOC2007/JPEGImages/000146.jpg,[7],"[[155.0, 208.0, 97.0, 200.0]]"
VOCdevkit/VOC2007/JPEGImages/003644.jpg,"[7, 7, 7, 6, 12, 6]","[[291.0, 104.0, 170.0, 177.0], [236.0, 101.0, 95.0, 93.0], [86.0, 110.0, 145.0, 171.0], [1.0, 176.0, 83.0, 103.0], [145.0, 182.0, 228.0, 90.0], [461.0, 178.0, 38.0, 103.0]]"
VOCdevkit/VOC2007/JPEGImages/009713.jpg,"[10, 7, 7, 6]","[[114.0, 57.0, 292.0, 287.0], [294.0, 1.0, 112.0, 109.0], [132.0, 1.0, 103.0, 106.0], [358.0, 4.0, 139.0, 172.0]]"
VOCdevkit/VOC2007/JPEGImages/000867.jpg,[0],"[[172.0, 96.0, 58.0, 95.0]]"
VOCdevkit/VOC2007/JPEGImages/007624.jpg,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[[424.0, 170.0, 76.0, 200.0], [359.0, 206.0, 62.0, 72.0], [294.0, 193.0, 63.0, 90.0], [275.0, 258.0, 34.0, 52.0], [274.0, 138.0, 141.0, 108.0], [2.0, 236.0, 41.0, 139.0], [45.0, 260.0, 83.0, 115.0], [155.0, 220.0, 67.0, 132.0], [151.0, 40.0, 142.0, 268.0]]"
VOCdevkit/VOC2007/JPEGImages/009695.jpg,[14],"[[15.0, 111.0, 476.0, 145.0]]"
VOCdevkit/VOC2007/JPEGImages/007779.jpg,"[15, 15, 15]","[[111.0, 248.0, 75.0, 50.0], [186.0, 221.0, 119.0, 77.0], [305.0, 247.0, 82.0, 48.0]]"
VOCdevkit/VOC2007/JPEGImages/005644.jpg,"[7, 7]","[[184.0, 39.0, 316.0, 333.0], [1.0, 78.0, 226.0, 295.0]]"
VOCdevkit/VOC2007/JPEGImages/002196.jpg,[5],"[[4.0, 2.0, 371.0, 498.0]]"
VOCdevkit/VOC2007/JPEGImages/001563.jpg,"[12, 7, 7, 7, 7, 7, 11, 11, 11, 11, 6]","[[12.0, 201.0, 373.0, 132.0], [344.0, 110.0, 102.0, 163.0], [262.0, 86.0, 98.0, 113.0], [130.0, 125.0, 70.0, 77.0], [212.0, 131.0, 76.0, 71.0], [5.0, 110.0, 127.0, 223.0], [72.0, 168.0, 23.0, 69.0], [109.0, 177.0, 17.0, 40.0], [127.0, 174.0, 16.0, 36.0], [261.0, 174.0, 17.0, 30.0], [398.0, 191.0, 90.0, 92.0]]"
VOCdevkit/VOC2007/JPEGImages/005156.jpg,"[2, 7, 15, 15]","[[57.0, 131.0, 355.0, 229.0], [171.0, 50.0, 166.0, 296.0], [8.0, 111.0, 158.0, 128.0], [2.0, 91.0, 29.0, 140.0]]"
VOCdevkit/VOC2007/JPEGImages/000367.jpg,"[11, 11, 11, 11, 15, 15, 7]","[[227.0, 124.0, 44.0, 141.0], [331.0, 122.0, 59.0, 232.0], [394.0, 183.0, 28.0, 157.0], [285.0, 125.0, 41.0, 215.0], [430.0, 184.0, 70.0, 45.0], [2.0, 255.0, 498.0, 120.0], [174.0, 66.0, 121.0, 199.0]]"
VOCdevkit/VOC2007/JPEGImages/005714.jpg,"[17, 7, 7]","[[122.0, 223.0, 255.0, 72.0], [199.0, 208.0, 21.0, 46.0], [241.0, 195.0, 32.0, 32.0]]"
VOCdevkit/VOC2007/JPEGImages/002749.jpg,"[19, 19]","[[143.0, 185.0, 248.0, 190.0], [175.0, 25.0, 325.0, 294.0]]"
VOCdevkit/VOC2007/JPEGImages/000739.jpg,"[7, 7, 7, 7, 7, 7, 7]","[[404.0, 30.0, 96.0, 344.0], [386.0, 83.0, 93.0, 291.0], [272.0, 65.0, 143.0, 309.0], [239.0, 55.0, 96.0, 319.0], [165.0, 55.0, 87.0, 319.0], [97.0, 66.0, 96.0, 308.0], [3.0, 26.0, 105.0, 348.0]]"
VOCdevkit/VOC2007/JPEGImages/003580.jpg,[7],"[[1.0, 6.0, 351.0, 494.0]]"
VOCdevkit/VOC2007/JPEGImages/007266.jpg,"[6, 7, 7, 6, 12]","[[1.0, 102.0, 171.0, 244.0], [326.0, 86.0, 153.0, 236.0], [111.0, 89.0, 215.0, 230.0], [151.0, 314.0, 227.0, 61.0], [40.0, 238.0, 460.0, 137.0]]"
VOCdevkit/VOC2007/JPEGImages/000980.jpg,[13],"[[115.0, 46.0, 385.0, 275.0]]"
VOCdevkit/VOC2007/JPEGImages/000700.jpg,"[15, 15, 15, 15, 15, 15, 15]","[[12.0, 224.0, 44.0, 28.0], [1.0, 217.0, 15.0, 47.0], [402.0, 227.0, 24.0, 12.0], [430.0, 225.0, 33.0, 14.0], [141.0, 238.0, 82.0, 38.0], [125.0, 246.0, 352.0, 87.0], [229.0, 225.0, 32.0, 15.0]]"
VOCdevkit/VOC2007/JPEGImages/000597.jpg,"[7, 7, 7, 6, 6, 6, 6, 6, 16, 16]","[[310.0, 163.0, 46.0, 57.0], [459.0, 168.0, 38.0, 40.0], [386.0, 177.0, 79.0, 137.0], [230.0, 211.0, 44.0, 59.0], [302.0, 242.0, 68.0, 78.0], [404.0, 234.0, 64.0, 74.0], [488.0, 254.0, 12.0, 41.0], [36.0, 225.0, 59.0, 79.0], [195.0, 181.0, 40.0, 31.0], [112.0, 192.0, 27.0, 46.0]]"
VOCdevkit/VOC2007/JPEGImages/005183.jpg,"[5, 5, 0]","[[25.0, 307.0, 210.0, 141.0], [213.0, 300.0, 148.0, 117.0], [1.0, 10.0, 374.0, 490.0]]"
VOCdevkit/VOC2007/JPEGImages/009371.jpg,[4],"[[2.0, 1.0, 495.0, 185.0]]"
VOCdevkit/VOC2007/JPEGImages/001001.jpg,"[5, 7, 7]","[[62.0, 64.0, 263.0, 311.0], [315.0, 102.0, 112.0, 254.0], [169.0, 1.0, 331.0, 374.0]]"
VOCdevkit/VOC2007/JPEGImages/006595.jpg,[5],"[[118.0, 24.0, 339.0, 280.0]]"
VOCdevkit/VOC2007/JPEGImages/002747.jpg,"[6, 6]","[[210.0, 15.0, 161.0, 272.0], [2.0, 82.0, 233.0, 293.0]]"
VOCdevkit/VOC2007/JPEGImages/002873.jpg,"[4, 3, 3, 3, 3, 3, 3]","[[140.0, 196.0, 105.0, 25.0], [425.0, 219.0, 25.0, 18.0], [370.0, 220.0, 28.0, 21.0], [312.0, 234.0, 12.0, 12.0], [309.0, 275.0, 14.0, 25.0], [159.0, 276.0, 31.0, 18.0], [78.0, 208.0, 19.0, 15.0]]"
VOCdevkit/VOC2007/JPEGImages/009004.jpg,"[2, 2, 2, 2]","[[40.0, 60.0, 414.0, 257.0], [177.0, 2.0, 140.0, 86.0], [231.0, 2.0, 177.0, 88.0], [315.0, 3.0, 180.0, 142.0]]"
VOCdevkit/VOC2007/JPEGImages/003386.jpg,"[4, 7]","[[1.0, 76.0, 499.0, 205.0], [26.0, 52.0, 21.0, 50.0]]"
VOCdevkit/VOC2007/JPEGImages/002803.jpg,"[6, 6, 6, 6, 6, 6, 7]","[[225.0, 154.0, 150.0, 158.0], [107.0, 145.0, 156.0, 149.0], [376.0, 109.0, 67.0, 74.0], [312.0, 107.0, 78.0, 44.0], [196.0, 109.0, 92.0, 50.0], [146.0, 114.0, 62.0, 56.0], [302.0, 85.0, 31.0, 40.0]]"
VOCdevkit/VOC2007/JPEGImages/003021.jpg,[9],"[[26.0, 43.0, 452.0, 262.0]]"
VOCdevkit/VOC2007/JPEGImages/000278.jpg,"[10, 7]","[[294.0, 156.0, 206.0, 219.0], [111.0, 89.0, 306.0, 286.0]]"
VOCdevkit/VOC2007/JPEGImages/000132.jpg,[9],"[[43.0, 66.0, 236.0, 297.0]]"
VOCdevkit/VOC2007/JPEGImages/000780.jpg,"[6, 6, 6, 6, 6, 6, 0]","[[381.0, 255.0, 79.0, 120.0], [324.0, 186.0, 67.0, 60.0], [435.0, 203.0, 47.0, 73.0], [191.0, 179.0, 80.0, 55.0], [55.0, 191.0, 88.0, 50.0], [42.0, 265.0, 159.0, 110.0], [188.0, 213.0, 95.0, 73.0]]"
VOCdevkit/VOC2007/JPEGImages/002807.jpg,"[2, 7]","[[76.0, 114.0, 319.0, 335.0], [126.0, 33.0, 252.0, 351.0]]"
VOCdevkit/VOC2007/JPEGImages/006353.jpg,[5],"[[1.0, 2.0, 499.0, 373.0]]"
VOCdevkit/VOC2007/JPEGImages/000782.jpg,"[9, 7]","[[1.0, 165.0, 329.0, 332.0], [95.0, 361.0, 44.0, 61.0]]"
VOCdevkit/VOC2007/JPEGImages/004474.jpg,"[19, 19, 19]","[[143.0, 30.0, 288.0, 345.0], [84.0, 54.0, 76.0, 85.0], [8.0, 50.0, 74.0, 93.0]]"
VOCdevkit/VOC2007/JPEGImages/007568.jpg,[7],"[[35.0, 1.0, 431.0, 373.0]]"
VOCdevkit/VOC2007/JPEGImages/005648.jpg,"[7, 7, 7]","[[22.0, 109.0, 34.0, 138.0], [91.0, 130.0, 58.0, 118.0], [166.0, 316.0, 99.0, 151.0]]"
